code	statyear	channel	station	quadrat	year	season	chanstat	chanyear	date2	date	work	connect	flow_a	yearseason	workstat	trueyear	falseyear
LUISDo04Sp	LUISDo03	LUIS	Do	1	2003	Sp	LUISDo	LUIS2003	15.05.2004	15.11.2003	F	5	inter	2004Sp	FDo	2003	2003
LUISDo04Sp	LUISDo03	LUIS	Do	3	2003	Sp	LUISDo	LUIS2003	15.05.2004	15.11.2003	F	5	inter	2004Sp	FDo	2003	2003
LUISDo04Sp	LUISDo03	LUIS	Do	4	2003	Sp	LUISDo	LUIS2003	15.05.2004	15.11.2003	F	5	inter	2004Sp	FDo	2003	2003
LUISDo07Sp	LUISDo07	LUIS	Do	1	2007	Sp	LUISDo	LUIS2007	15.05.2007	15.05.2007	F	5	inter	2007Sp	FDo	2007	2007
LUISDo07Sp	LUISDo07	LUIS	Do	2	2007	Sp	LUISDo	LUIS2007	15.05.2007	15.05.2007	F	5	inter	2007Sp	FDo	2007	2007
LUISDo07Sp	LUISDo07	LUIS	Do	4	2007	Sp	LUISDo	LUIS2007	15.05.2007	15.05.2007	F	5	inter	2007Sp	FDo	2007	2007
LUISDo07Su	LUISDo07	LUIS	Do	1	2007	Su	LUISDo	LUIS2007	15.05.2007	15.05.2007	F	5	inter	2007Su	FDo	2007	2007
LUISDo07Su	LUISDo07	LUIS	Do	2	2007	Su	LUISDo	LUIS2007	15.05.2007	15.05.2007	F	5	inter	2007Su	FDo	2007	2007
LUISDo07Su	LUISDo07	LUIS	Do	4	2007	Su	LUISDo	LUIS2007	15.05.2007	15.05.2007	F	5	inter	2007Su	FDo	2007	2007
LUISDo09Sp	LUISDo09	LUIS	Do	2	2009	Sp	LUISDo	LUIS2009	15.05.2009	15.05.2009	F	5	inter	2009Sp	FDo	2009	2009
LUISDo09Sp	LUISDo09	LUIS	Do	3	2009	Sp	LUISDo	LUIS2009	15.05.2009	15.05.2009	F	5	inter	2009Sp	FDo	2009	2009
LUISDo09Sp	LUISDo09	LUIS	Do	4	2009	Sp	LUISDo	LUIS2009	15.05.2009	15.05.2009	F	5	inter	2009Sp	FDo	2009	2009
LUISDo09Su	LUISDo09	LUIS	Do	2	2009	Su	LUISDo	LUIS2009	15.05.2009	15.05.2009	F	5	inter	2009Su	FDo	2009	2009
LUISDo09Su	LUISDo09	LUIS	Do	3	2009	Su	LUISDo	LUIS2009	15.05.2009	15.05.2009	F	5	inter	2009Su	FDo	2009	2009
LUISDo09Su	LUISDo09	LUIS	Do	4	2009	Su	LUISDo	LUIS2009	15.05.2009	15.05.2009	F	5	inter	2009Su	FDo	2009	2009
LUISDo11Sp	LUISDo11	LUIS	Do	1	2011	Sp	LUISDo	LUIS2011	15.05.2011	15.05.2011	F	5	inter	2011Sp	FDo	2011	2011
LUISDo11Sp	LUISDo11	LUIS	Do	2	2011	Sp	LUISDo	LUIS2011	15.05.2011	15.05.2011	F	5	inter	2011Sp	FDo	2011	2011
LUISDo11Sp	LUISDo11	LUIS	Do	3	2011	Sp	LUISDo	LUIS2011	15.05.2011	15.05.2011	F	5	inter	2011Sp	FDo	2011	2011
LUISDo11Su	LUISDo11	LUIS	Do	1	2011	Su	LUISDo	LUIS2011	15.05.2011	15.05.2011	F	5	inter	2011Su	FDo	2011	2011
LUISDo11Su	LUISDo11	LUIS	Do	2	2011	Su	LUISDo	LUIS2011	15.05.2011	15.05.2011	F	5	inter	2011Su	FDo	2011	2011
LUISDo11Su	LUISDo11	LUIS	Do	4	2011	Su	LUISDo	LUIS2011	15.05.2011	15.05.2011	F	5	inter	2011Su	FDo	2011	2011
LUISDo12Sp	LUISDo12	LUIS	Do	1	2012	Sp	LUISDo	LUIS2012	15.05.2012	15.05.2012	F	5	inter	2012Sp	FDo	2012	2012
LUISDo12Sp	LUISDo12	LUIS	Do	2	2012	Sp	LUISDo	LUIS2012	15.05.2012	15.05.2012	F	5	inter	2012Sp	FDo	2012	2012
LUISDo12Sp	LUISDo12	LUIS	Do	4	2012	Sp	LUISDo	LUIS2012	15.05.2012	15.05.2012	F	5	inter	2012Sp	FDo	2012	2012
LUISDo12Su	LUISDo12	LUIS	Do	1	2012	Su	LUISDo	LUIS2012	15.05.2012	15.05.2012	F	5	inter	2012Su	FDo	2012	2012
LUISDo12Su	LUISDo12	LUIS	Do	2	2012	Su	LUISDo	LUIS2012	15.05.2012	15.05.2012	F	5	inter	2012Su	FDo	2012	2012
LUISDo12Su	LUISDo12	LUIS	Do	3	2012	Su	LUISDo	LUIS2012	15.05.2012	15.05.2012	F	5	inter	2012Su	FDo	2012	2012
LUISDo15Sp	LUISDo15	LUIS	Do	2	2015	Sp	LUISDo	LUIS2015	15.05.2015	15.05.2015	F	5	inter	2015Sp	FDo	2015	2015
LUISDo15Sp	LUISDo15	LUIS	Do	3	2015	Sp	LUISDo	LUIS2015	15.05.2015	15.05.2015	F	5	inter	2015Sp	FDo	2015	2015
LUISDo15Sp	LUISDo15	LUIS	Do	4	2015	Sp	LUISDo	LUIS2015	15.05.2015	15.05.2015	F	5	inter	2015Sp	FDo	2015	2015
LUISDo15Su	LUISDo15	LUIS	Do	1	2015	Su	LUISDo	LUIS2015	15.05.2015	15.05.2015	F	5	inter	2015Su	FDo	2015	2015
LUISDo15Su	LUISDo15	LUIS	Do	2	2015	Su	LUISDo	LUIS2015	15.05.2015	15.05.2015	F	5	inter	2015Su	FDo	2015	2015
LUISDo15Su	LUISDo15	LUIS	Do	3	2015	Su	LUISDo	LUIS2015	15.05.2015	15.05.2015	F	5	inter	2015Su	FDo	2015	2015
MOIRUp03Su	MOIRUp03	MOIR	Up	2	2003	Su	MOIRUp	MOIR2003	15.05.2003	15.11.2003	F	3	no	2003Su	FUp	2003	2003
MOIRUp03Su	MOIRUp03	MOIR	Up	3	2003	Su	MOIRUp	MOIR2003	15.05.2003	15.11.2003	F	3	no	2003Su	FUp	2003	2003
MOIRUp03Su	MOIRUp03	MOIR	Up	4	2003	Su	MOIRUp	MOIR2003	15.05.2003	15.11.2003	F	3	no	2003Su	FUp	2003	2003
MOIRUp04Sp	MOIRUp03	MOIR	Up	2	2003	Sp	MOIRUp	MOIR2003	15.05.2004	15.11.2003	F	3	no	2004Sp	FUp	2003	2003
MOIRUp04Sp	MOIRUp03	MOIR	Up	3	2003	Sp	MOIRUp	MOIR2003	15.05.2004	15.11.2003	F	3	no	2004Sp	FUp	2003	2003
MOIRUp04Sp	MOIRUp03	MOIR	Up	4	2003	Sp	MOIRUp	MOIR2003	15.05.2004	15.11.2003	F	3	no	2004Sp	FUp	2003	2003
MOIRUp07Sp	MOIRUp07	MOIR	Up	1	2007	Sp	MOIRUp	MOIR2007	15.05.2007	15.05.2007	F	3	no	2007Sp	FUp	2007	2007
MOIRUp07Sp	MOIRUp07	MOIR	Up	2	2007	Sp	MOIRUp	MOIR2007	15.05.2007	15.05.2007	F	3	no	2007Sp	FUp	2007	2007
MOIRUp07Sp	MOIRUp07	MOIR	Up	4	2007	Sp	MOIRUp	MOIR2007	15.05.2007	15.05.2007	F	3	no	2007Sp	FUp	2007	2007
MOIRUp07Su	MOIRUp07	MOIR	Up	1	2007	Su	MOIRUp	MOIR2007	15.05.2007	15.05.2007	F	3	no	2007Su	FUp	2007	2007
MOIRUp07Su	MOIRUp07	MOIR	Up	3	2007	Su	MOIRUp	MOIR2007	15.05.2007	15.05.2007	F	3	no	2007Su	FUp	2007	2007
MOIRUp07Su	MOIRUp07	MOIR	Up	4	2007	Su	MOIRUp	MOIR2007	15.05.2007	15.05.2007	F	3	no	2007Su	FUp	2007	2007
MOIRUp09Sp	MOIRUp09	MOIR	Up	2	2009	Sp	MOIRUp	MOIR2009	15.05.2009	15.05.2009	F	3	no	2009Sp	FUp	2009	2009
MOIRUp09Sp	MOIRUp09	MOIR	Up	3	2009	Sp	MOIRUp	MOIR2009	15.05.2009	15.05.2009	F	3	no	2009Sp	FUp	2009	2009
MOIRUp09Sp	MOIRUp09	MOIR	Up	4	2009	Sp	MOIRUp	MOIR2009	15.05.2009	15.05.2009	F	3	no	2009Sp	FUp	2009	2009
MOIRUp09Su	MOIRUp09	MOIR	Up	1	2009	Su	MOIRUp	MOIR2009	15.05.2009	15.05.2009	F	3	no	2009Su	FUp	2009	2009
MOIRUp09Su	MOIRUp09	MOIR	Up	2	2009	Su	MOIRUp	MOIR2009	15.05.2009	15.05.2009	F	3	no	2009Su	FUp	2009	2009
MOIRUp09Su	MOIRUp09	MOIR	Up	3	2009	Su	MOIRUp	MOIR2009	15.05.2009	15.05.2009	F	3	no	2009Su	FUp	2009	2009
MOIRUp11Sp	MOIRUp11	MOIR	Up	1	2011	Sp	MOIRUp	MOIR2011	15.05.2011	15.05.2011	F	3	no	2011Sp	FUp	2011	2011
MOIRUp11Sp	MOIRUp11	MOIR	Up	2	2011	Sp	MOIRUp	MOIR2011	15.05.2011	15.05.2011	F	3	no	2011Sp	FUp	2011	2011
MOIRUp11Sp	MOIRUp11	MOIR	Up	4	2011	Sp	MOIRUp	MOIR2011	15.05.2011	15.05.2011	F	3	no	2011Sp	FUp	2011	2011
MOIRUp11Su	MOIRUp11	MOIR	Up	2	2011	Su	MOIRUp	MOIR2011	15.05.2011	15.05.2011	F	3	no	2011Su	FUp	2011	2011
MOIRUp11Su	MOIRUp11	MOIR	Up	3	2011	Su	MOIRUp	MOIR2011	15.05.2011	15.05.2011	F	3	no	2011Su	FUp	2011	2011
MOIRUp11Su	MOIRUp11	MOIR	Up	4	2011	Su	MOIRUp	MOIR2011	15.05.2011	15.05.2011	F	3	no	2011Su	FUp	2011	2011
MOIRUp12Sp	MOIRUp12	MOIR	Up	1	2012	Sp	MOIRUp	MOIR2012	15.05.2012	15.05.2012	F	3	no	2012Sp	FUp	2012	2012
MOIRUp12Sp	MOIRUp12	MOIR	Up	2	2012	Sp	MOIRUp	MOIR2012	15.05.2012	15.05.2012	F	3	no	2012Sp	FUp	2012	2012
MOIRUp12Sp	MOIRUp12	MOIR	Up	3	2012	Sp	MOIRUp	MOIR2012	15.05.2012	15.05.2012	F	3	no	2012Sp	FUp	2012	2012
MOIRUp12Su	MOIRUp12	MOIR	Up	1	2012	Su	MOIRUp	MOIR2012	15.05.2012	15.05.2012	F	3	no	2012Su	FUp	2012	2012
MOIRUp12Su	MOIRUp12	MOIR	Up	3	2012	Su	MOIRUp	MOIR2012	15.05.2012	15.05.2012	F	3	no	2012Su	FUp	2012	2012
MOIRUp12Su	MOIRUp12	MOIR	Up	4	2012	Su	MOIRUp	MOIR2012	15.05.2012	15.05.2012	F	3	no	2012Su	FUp	2012	2012
MOIRUp15Sp	MOIRUp15	MOIR	Up	2	2015	Sp	MOIRUp	MOIR2015	15.05.2015	15.05.2015	F	3	no	2015Sp	FUp	2015	2015
MOIRUp15Sp	MOIRUp15	MOIR	Up	3	2015	Sp	MOIRUp	MOIR2015	15.05.2015	15.05.2015	F	3	no	2015Sp	FUp	2015	2015
MOIRUp15Sp	MOIRUp15	MOIR	Up	4	2015	Sp	MOIRUp	MOIR2015	15.05.2015	15.05.2015	F	3	no	2015Sp	FUp	2015	2015
MOIRUp15Su	MOIRUp15	MOIR	Up	1	2015	Su	MOIRUp	MOIR2015	15.05.2015	15.05.2015	F	3	no	2015Su	FUp	2015	2015
MOIRUp15Su	MOIRUp15	MOIR	Up	3	2015	Su	MOIRUp	MOIR2015	15.05.2015	15.05.2015	F	3	no	2015Su	FUp	2015	2015
MOIRUp15Su	MOIRUp15	MOIR	Up	4	2015	Su	MOIRUp	MOIR2015	15.05.2015	15.05.2015	F	3	no	2015Su	FUp	2015	2015
MOIRUpN07Sp	MOIRUpN07	MOIR	UpN	1	2007	Sp	MOIRUpN	MOIR2007	15.05.2007	15.05.2007	DF	DF2007Sp	no	2007Sp	DFUpN	2007	2007
MOIRUpN07Sp	MOIRUpN07	MOIR	UpN	2	2007	Sp	MOIRUpN	MOIR2007	15.05.2007	15.05.2007	DF	DF2007Sp	no	2007Sp	DFUpN	2007	2007
MOIRUpN07Sp	MOIRUpN07	MOIR	UpN	3	2007	Sp	MOIRUpN	MOIR2007	15.05.2007	15.05.2007	DF	DF2007Sp	no	2007Sp	DFUpN	2007	2007
MOIRUpN07Su	MOIRUpN07	MOIR	UpN	1	2007	Su	MOIRUpN	MOIR2007	15.05.2007	15.05.2007	DF	DF2007Su	no	2007Su	DFUpN	2007	2007
MOIRUpN07Su	MOIRUpN07	MOIR	UpN	2	2007	Su	MOIRUpN	MOIR2007	15.05.2007	15.05.2007	DF	DF2007Su	no	2007Su	DFUpN	2007	2007
MOIRUpN07Su	MOIRUpN07	MOIR	UpN	4	2007	Su	MOIRUpN	MOIR2007	15.05.2007	15.05.2007	DF	DF2007Su	no	2007Su	DFUpN	2007	2007
MOIRUpN09Sp	MOIRUpN09	MOIR	UpN	1	2009	Sp	MOIRUpN	MOIR2009	15.05.2009	15.05.2009	DF	DF2009Sp	no	2009Sp	DFUpN	2009	2009
MOIRUpN09Sp	MOIRUpN09	MOIR	UpN	2	2009	Sp	MOIRUpN	MOIR2009	15.05.2009	15.05.2009	DF	DF2009Sp	no	2009Sp	DFUpN	2009	2009
MOIRUpN09Sp	MOIRUpN09	MOIR	UpN	4	2009	Sp	MOIRUpN	MOIR2009	15.05.2009	15.05.2009	DF	DF2009Sp	no	2009Sp	DFUpN	2009	2009
MOIRUpN09Su	MOIRUpN09	MOIR	UpN	2	2009	Su	MOIRUpN	MOIR2009	15.05.2009	15.05.2009	DF	DF2009Su	no	2009Su	DFUpN	2009	2009
MOIRUpN09Su	MOIRUpN09	MOIR	UpN	3	2009	Su	MOIRUpN	MOIR2009	15.05.2009	15.05.2009	DF	DF2009Su	no	2009Su	DFUpN	2009	2009
MOIRUpN09Su	MOIRUpN09	MOIR	UpN	4	2009	Su	MOIRUpN	MOIR2009	15.05.2009	15.05.2009	DF	DF2009Su	no	2009Su	DFUpN	2009	2009
MOIRUpN11Sp	MOIRUpN11	MOIR	UpN	2	2011	Sp	MOIRUpN	MOIR2011	15.05.2011	15.05.2011	DF	DF2011Sp	no	2011Sp	DFUpN	2011	2011
MOIRUpN11Sp	MOIRUpN11	MOIR	UpN	3	2011	Sp	MOIRUpN	MOIR2011	15.05.2011	15.05.2011	DF	DF2011Sp	no	2011Sp	DFUpN	2011	2011
MOIRUpN11Sp	MOIRUpN11	MOIR	UpN	4	2011	Sp	MOIRUpN	MOIR2011	15.05.2011	15.05.2011	DF	DF2011Sp	no	2011Sp	DFUpN	2011	2011
MOIRUpN11Su	MOIRUpN11	MOIR	UpN	1	2011	Su	MOIRUpN	MOIR2011	15.05.2011	15.05.2011	DF	DF2011Su	no	2011Su	DFUpN	2011	2011
MOIRUpN11Su	MOIRUpN11	MOIR	UpN	2	2011	Su	MOIRUpN	MOIR2011	15.05.2011	15.05.2011	DF	DF2011Su	no	2011Su	DFUpN	2011	2011
MOIRUpN11Su	MOIRUpN11	MOIR	UpN	4	2011	Su	MOIRUpN	MOIR2011	15.05.2011	15.05.2011	DF	DF2011Su	no	2011Su	DFUpN	2011	2011
MOIRUpN12Sp	MOIRUpN12	MOIR	UpN	1	2012	Sp	MOIRUpN	MOIR2012	15.05.2012	15.05.2012	DF	DF2012Sp	no	2012Sp	DFUpN	2012	2012
MOIRUpN12Sp	MOIRUpN12	MOIR	UpN	2	2012	Sp	MOIRUpN	MOIR2012	15.05.2012	15.05.2012	DF	DF2012Sp	no	2012Sp	DFUpN	2012	2012
MOIRUpN12Sp	MOIRUpN12	MOIR	UpN	4	2012	Sp	MOIRUpN	MOIR2012	15.05.2012	15.05.2012	DF	DF2012Sp	no	2012Sp	DFUpN	2012	2012
MOIRUpN12Su	MOIRUpN12	MOIR	UpN	1	2012	Su	MOIRUpN	MOIR2012	15.05.2012	15.05.2012	DF	DF2012Su	no	2012Su	DFUpN	2012	2012
MOIRUpN12Su	MOIRUpN12	MOIR	UpN	2	2012	Su	MOIRUpN	MOIR2012	15.05.2012	15.05.2012	DF	DF2012Su	no	2012Su	DFUpN	2012	2012
MOIRUpN12Su	MOIRUpN12	MOIR	UpN	3	2012	Su	MOIRUpN	MOIR2012	15.05.2012	15.05.2012	DF	DF2012Su	no	2012Su	DFUpN	2012	2012
MOIRUpN15Sp	MOIRUpN15	MOIR	UpN	1	2015	Sp	MOIRUpN	MOIR2015	15.05.2015	15.05.2015	DF	DF2015Sp	no	2015Sp	DFUpN	2015	2015
MOIRUpN15Sp	MOIRUpN15	MOIR	UpN	2	2015	Sp	MOIRUpN	MOIR2015	15.05.2015	15.05.2015	DF	DF2015Sp	no	2015Sp	DFUpN	2015	2015
MOIRUpN15Sp	MOIRUpN15	MOIR	UpN	3	2015	Sp	MOIRUpN	MOIR2015	15.05.2015	15.05.2015	DF	DF2015Sp	no	2015Sp	DFUpN	2015	2015
MOIRUpN15Su	MOIRUpN15	MOIR	UpN	1	2015	Su	MOIRUpN	MOIR2015	15.05.2015	15.05.2015	DF	DF2015Su	no	2015Su	DFUpN	2015	2015
MOIRUpN15Su	MOIRUpN15	MOIR	UpN	2	2015	Su	MOIRUpN	MOIR2015	15.05.2015	15.05.2015	DF	DF2015Su	no	2015Su	DFUpN	2015	2015
MOIRUpN15Su	MOIRUpN15	MOIR	UpN	4	2015	Su	MOIRUpN	MOIR2015	15.05.2015	15.05.2015	DF	DF2015Su	no	2015Su	DFUpN	2015	2015
MOIRDo03Su	MOIRDo03	MOIR	Do	2	2003	Su	MOIRDo	MOIR2003	15.05.2003	15.11.2003	DF	2	no	2003Su	SFDo	2003	2003
MOIRDo03Su	MOIRDo03	MOIR	Do	3	2003	Su	MOIRDo	MOIR2003	15.05.2003	15.11.2003	DF	2	no	2003Su	SFDo	2003	2003
MOIRDo03Su	MOIRDo03	MOIR	Do	4	2003	Su	MOIRDo	MOIR2003	15.05.2003	15.11.2003	DF	2	no	2003Su	SFDo	2003	2003
MOIRDo04Sp	MOIRDo03	MOIR	Do	1	2003	Sp	MOIRDo	MOIR2003	15.05.2004	15.11.2003	DF	2	no	2004Sp	SFDo	2003	2003
MOIRDo04Sp	MOIRDo03	MOIR	Do	3	2003	Sp	MOIRDo	MOIR2003	15.05.2004	15.11.2003	DF	2	no	2004Sp	SFDo	2003	2003
MOIRDo04Sp	MOIRDo03	MOIR	Do	4	2003	Sp	MOIRDo	MOIR2003	15.05.2004	15.11.2003	DF	2	no	2004Sp	SFDo	2003	2003
MOIRDo07Sp	MOIRDo07	MOIR	Do	1	2007	Sp	MOIRDo	MOIR2007	15.05.2007	15.05.2007	DF	2	no	2007Sp	SFDo	2007	2007
MOIRDo07Sp	MOIRDo07	MOIR	Do	2	2007	Sp	MOIRDo	MOIR2007	15.05.2007	15.05.2007	DF	2	no	2007Sp	SFDo	2007	2007
MOIRDo07Sp	MOIRDo07	MOIR	Do	4	2007	Sp	MOIRDo	MOIR2007	15.05.2007	15.05.2007	DF	2	no	2007Sp	SFDo	2007	2007
MOIRDo07Su	MOIRDo07	MOIR	Do	2	2007	Su	MOIRDo	MOIR2007	15.05.2007	15.05.2007	DF	2	no	2007Su	SFDo	2007	2007
MOIRDo07Su	MOIRDo07	MOIR	Do	3	2007	Su	MOIRDo	MOIR2007	15.05.2007	15.05.2007	DF	2	no	2007Su	SFDo	2007	2007
MOIRDo07Su	MOIRDo07	MOIR	Do	4	2007	Su	MOIRDo	MOIR2007	15.05.2007	15.05.2007	DF	2	no	2007Su	SFDo	2007	2007
MOIRDo09Sp	MOIRDo09	MOIR	Do	1	2009	Sp	MOIRDo	MOIR2009	15.05.2009	15.05.2009	DF	2	no	2009Sp	SFDo	2009	2009
MOIRDo09Sp	MOIRDo09	MOIR	Do	2	2009	Sp	MOIRDo	MOIR2009	15.05.2009	15.05.2009	DF	2	no	2009Sp	SFDo	2009	2009
MOIRDo09Sp	MOIRDo09	MOIR	Do	4	2009	Sp	MOIRDo	MOIR2009	15.05.2009	15.05.2009	DF	2	no	2009Sp	SFDo	2009	2009
MOIRDo09Su	MOIRDo09	MOIR	Do	1	2009	Su	MOIRDo	MOIR2009	15.05.2009	15.05.2009	DF	2	no	2009Su	SFDo	2009	2009
MOIRDo09Su	MOIRDo09	MOIR	Do	2	2009	Su	MOIRDo	MOIR2009	15.05.2009	15.05.2009	DF	2	no	2009Su	SFDo	2009	2009
MOIRDo09Su	MOIRDo09	MOIR	Do	3	2009	Su	MOIRDo	MOIR2009	15.05.2009	15.05.2009	DF	2	no	2009Su	SFDo	2009	2009
MOIRDo11Sp	MOIRDo11	MOIR	Do	1	2011	Sp	MOIRDo	MOIR2011	15.05.2011	15.05.2011	DF	2	no	2011Sp	SFDo	2011	2011
MOIRDo11Sp	MOIRDo11	MOIR	Do	2	2011	Sp	MOIRDo	MOIR2011	15.05.2011	15.05.2011	DF	2	no	2011Sp	SFDo	2011	2011
MOIRDo11Sp	MOIRDo11	MOIR	Do	3	2011	Sp	MOIRDo	MOIR2011	15.05.2011	15.05.2011	DF	2	no	2011Sp	SFDo	2011	2011
MOIRDo11Su	MOIRDo11	MOIR	Do	2	2011	Su	MOIRDo	MOIR2011	15.05.2011	15.05.2011	DF	2	no	2011Su	SFDo	2011	2011
MOIRDo11Su	MOIRDo11	MOIR	Do	3	2011	Su	MOIRDo	MOIR2011	15.05.2011	15.05.2011	DF	2	no	2011Su	SFDo	2011	2011
MOIRDo11Su	MOIRDo11	MOIR	Do	4	2011	Su	MOIRDo	MOIR2011	15.05.2011	15.05.2011	DF	2	no	2011Su	SFDo	2011	2011
MOIRDo12Sp	MOIRDo12	MOIR	Do	1	2012	Sp	MOIRDo	MOIR2012	15.05.2012	15.05.2012	DF	2	no	2012Sp	SFDo	2012	2012
MOIRDo12Sp	MOIRDo12	MOIR	Do	2	2012	Sp	MOIRDo	MOIR2012	15.05.2012	15.05.2012	DF	2	no	2012Sp	SFDo	2012	2012
MOIRDo12Sp	MOIRDo12	MOIR	Do	3	2012	Sp	MOIRDo	MOIR2012	15.05.2012	15.05.2012	DF	2	no	2012Sp	SFDo	2012	2012
MOIRDo12Su	MOIRDo12	MOIR	Do	1	2012	Su	MOIRDo	MOIR2012	15.05.2012	15.05.2012	DF	2	no	2012Su	SFDo	2012	2012
MOIRDo12Su	MOIRDo12	MOIR	Do	2	2012	Su	MOIRDo	MOIR2012	15.05.2012	15.05.2012	DF	2	no	2012Su	SFDo	2012	2012
MOIRDo12Su	MOIRDo12	MOIR	Do	3	2012	Su	MOIRDo	MOIR2012	15.05.2012	15.05.2012	DF	2	no	2012Su	SFDo	2012	2012
MOIRDo15Sp	MOIRDo15	MOIR	Do	1	2015	Sp	MOIRDo	MOIR2015	15.05.2015	15.05.2015	DF	2	no	2015Sp	SFDo	2015	2015
MOIRDo15Sp	MOIRDo15	MOIR	Do	3	2015	Sp	MOIRDo	MOIR2015	15.05.2015	15.05.2015	DF	2	no	2015Sp	SFDo	2015	2015
MOIRDo15Sp	MOIRDo15	MOIR	Do	4	2015	Sp	MOIRDo	MOIR2015	15.05.2015	15.05.2015	DF	2	no	2015Sp	SFDo	2015	2015
MOIRDo15Su	MOIRDo15	MOIR	Do	1	2015	Su	MOIRDo	MOIR2015	15.05.2015	15.05.2015	DF	2	no	2015Su	SFDo	2015	2015
MOIRDo15Su	MOIRDo15	MOIR	Do	2	2015	Su	MOIRDo	MOIR2015	15.05.2015	15.05.2015	DF	2	no	2015Su	SFDo	2015	2015
MOIRDo15Su	MOIRDo15	MOIR	Do	3	2015	Su	MOIRDo	MOIR2015	15.05.2015	15.05.2015	DF	2	no	2015Su	SFDo	2015	2015
